week,tx_count,avg_gas_gwei,total_gas_used
31,1185203,1.4232685850551081,118562163724
32,2950979,1.6729734687147273,274166289752
33,2848140,2.267466979631751,275766576576
34,2808039,1.8921081497802865,275935306859
35,2690066,1.5112363934884447,275347916935
